Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
PO''ed: Definitive Edition,"Windows PC, PlayStation 5, Nintendo Switch",M,"Blood and Gore,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of a chef stranded on an alien world. The game is depicted in a retro/pixelated art style, with players using laser guns, knives, flamethrowers, and drills to kill hordes of enemies (e.g., blobs, robots, buttocks-shaped creatures, aliens). Frenetic combat is highlighted by blood-splatter effects, explosions, and cries of pain. Enemies generally collapse into bloody chunks of pixelated flesh when killed. One cutscene depicts a handful of severed heads and assorted organs (e.g., hearts, brains, eyeballs)."
Tomba! Special Edition,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",E10+,"Alcohol Reference,Crude Humor,Mild Fantasy Violence",No Interactive Elements,"This is an adventure platformer in which players follow a hero (Tomba) attempting to retrieve a stolen keepsake from evil pigs. From a side-scrolling perspective, players traverse whimsical environments while collecting fruit, performing quests, and defeating animal/monster enemies. Players use a spiked ball to knock out enemies; player can also grab and toss pigs into other characters. One mission involves fixing a pump to provide wine for a village. One level depicts pixelated cherub characters urinating on the ground; the cartoony cherubs'' pelvic regions and buttocks are briefly depicted."
Kunitsu-Gami: Path of the Goddess,Windows PC,T,"Mild Blood,Violence",In-Game Purchases (PC),"This is an action game in which players control a mystical warrior fighting alongside villagers to defend a shrine maiden in ancient Japan. From a pulled back third-person perspective, players use a katana blade to slash at demons and boss creatures; villagers use swords, arrows, and small cannons to attack enemies. Combat can be frenetic at times, with hordes of demons attacking at once. Fighting is highlighted by impact sounds, cries of pain, light effects, and occasional explosions. Some demons are depicted with sinewy or skeletal bodies/features and bloodstained limbs; one demon carries a bloodstained sword."
Wingspan: Special Edition,"PlayStation 5, Nintendo Switch",E,No Descriptors,"In-Game Purchases (Switch,PlayStation 5)",No Rating Summary
Spirittea,Nintendo Switch,E10+,"Crude Humor,Fantasy Violence,Mild Language,Tobacco Reference,Use of Alcohol",No Interactive Elements,No Rating Summary
ROMANCE OF THE THREE KINGDOMS 8 Remake,Windows PC,E10+,"Alcohol Reference,Language,Mild Violence",Users Interact (PC)In-Game Purchases (PC),"This is a historical simulation game in which players assume the role of a ruler uniting ancient Chinese kingdoms. Players can expand their territories through politics, resource management, and warfare. Combat is depicted from an overhead perspective, with players deploying units (e.g., small soldiers, cavalry) on a battlefield. Players can zoom-in on battles and engage in brief mini-games of one-on-one combat with generals. The game contains some alcohol references in the dialogue (e.g., “Now that you''re drunk""; ""drunken stupor""; “That was some excellent liquor""). The word “bastard” appears in dialogue."
Rugrats: Adventures in Gameland,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is a puzzle platformer in which players help kids from the Rugrats franchise make their own video game. From a 2D side-scrolling perspective, players traverse themed levels, collect coins, and battle enemy toys (e.g., insects, teddy bears, planes). Players can jump on enemies and/or throw objects at them; damage effects include blinking, getting knocked backwards, and falling off screen. Boss encounters involve more protracted combat."
MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,"Windows PC, PlayStation 4, Nintendo Switch",T,"Blood,Drug Reference,Suggestive Themes,Use of Tobacco,Violence","Users Interact (PC,PlayStation 4,Switch)","This is a collection of seven classic Capcom arcade games featuring characters from Marvel comics and various Capcom franchises. Several games feature one-on-one fighting with characters using punches, kicks, energy blasts, and special attacks to drain opponents'' health bars. Fights are highlighted by impact sounds, explosions, and cries of pain. One game allows players to beat up waves of enemy thugs; some characters use weapons such as knives, bats, and pistols. Knife and pistol attacks result in small splashes of blood; one cutscene depicts characters lying in small pools of blood. Some female characters are designed with revealing outfits (e.g., large amounts of cleavage and exposed portions of buttocks). One game depicts a playable character smoking a cigar throughout gameplay. The game contains a handful of drug references: references to a poppy field; a machine packing drugs in the background; a text reference to a ""drug deal."""
Hot Lap Racing,Nintendo Switch,E,No Descriptors,No Interactive Elements,This is a racing game in which players drive vehicles through racing events covering the history of motorsport. Players start with training exercises and can gain access to Formula 1-style races as their careers progress.
Farming Simulator 25,"Macintosh, Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,"Users Interact (MAC,PC,Xbox Series,PlayStation 5)In-Game Purchases (MAC,PC,Xbox Series,PlayStation 5)",This is a farming simulation game in which players run a modern-day farm. Players use agricultural machines to cultivate fields while harvesting and selling crops.
The Legend of Zelda: Echoes of Wisdom,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,"This is an adventure game in which players assume the role of Zelda as she attempts to dispel rifts throughout Hyrule and rescue Link. From a ¾-overhead perspective, players explore various environments while fighting stylized enemies (e.g., humans, creatures). As Link, players use a sword and arrows to defeat enemies; Zelda can use a magic wand to summon creatures (e.g., wind-up knights, pig soldiers, slime) for battle. Some enemies can be defeated by being set on fire; other creatures dissolve into mist when defeated. Battle sequences are somewhat frenetic, with several enemies attacking/fighting at once."
9 R.I.P.,Nintendo Switch,T,"Fantasy Violence,Language,Mild Blood,Mild Suggestive Themes",No Interactive Elements,"This is a visual novel in which players follow a Japanese high school student through her interactions with ghosts, demonic creatures, and love interests. Inspired by Japanese urban legends, folklore, and myths, the game contains descriptions and audio depictions of violence: text regarding self-harm/suicide; sound of a character hanging themselves; text and audio of a character killed in a ritual sacrifice; sounds of characters stabbed or strangled. Stylized blood appears on the screen during a handful of these sequences. One prolonged still-screen sequence contains suggestive innuendo, as characters perform a fantastical ""skin-to-skin ritual” (figures kissing on a couch, with text descriptions: “During the ritual, every touch will be filled with my love for you”; ""He slowly untied my scarf""; ""It felt odd that my first time wouldn''t really count""; ""Let me know if it hurts, okay?""). The words “sh*t” and “a*shole” appear in the game."
Ace Attorney Investigations Collection,"Windows PC, Nintendo Switch",T,"Blood,Mild Language,Mild Suggestive Themes,Mild Violence",No Interactive Elements,"This is a collection of two mystery-text adventure games in which players help a prosecutor solve a series of murders. As players investigate crime scenes in detail, cutscenes briefly depict characters shot (off-camera) or held at gunpoint. Murder victims are depicted with bloodstained clothing and gunshot/ knife wounds; some corpses are sometimes shown lying in pools of blood. One female character is depicted wearing a low-cut top that reveals deep cleavage. The word “bastard” appears in the game."
Super Mario Party Jamboree,Nintendo Switch,E,Mild Fantasy Violence,Users Interact (Switch)In-Game Purchases (Switch),"This is a collection of mini-games (party games) in which players compete to earn stars, coins, and rankings. As players engage in different modes (e.g., board game, rhythm games, puzzle-based games, flying games, mini-games), they encounter or participate in whimsical instances of fantasy violence: cartoony cannons/cannon turrets that shoot at giant characters; avoiding a robot with giant boxing gloves/fists; using over-sized hammers against each other; connecting electric circuits to zap a boss character. Damage is indicated by blinking, comical yelps, and/or dizzy star effects."
Total War: PHARAOH - Dynasties,Windows PC,T,"Alcohol Reference,Mild Language,Violence",No Interactive Elements,No Rating Summary
Turbo Overkill,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",M,"Blood and Gore,Intense Violence,Strong Language",No Interactive Elements,"This is a first-person shooter in which players assume the role of a futuristic bounty hunter (Johnny Nitro) trying to prevent a powerful AI from taking over a city. Players infiltrate building/facilities and use a chainsaw-like weapon, pistols, and electric shotguns to kill enemies (e.g., cyborgs, street punks). The frenetic run-and-gun combat is accompanied by realistic gunfire, large explosions, and frequent blood-splatter effects. Some attacks result in dismemberment/decapitation, causing bloody chunks to stain/litter the environment. Cutscenes depict additional acts of violence and blood/gore: a cyborg thug''s entrails used as a tool; a first-person view of a character''s hands blown off. The word “f**k” is heard in the game."
HUMANITY,"PlayStation 5, Xbox One, Xbox Series",E10+,Fantasy Violence,"Users Interact (Xbox One,Xbox Series,PlayStation 5)",No Rating Summary
Tomb Raider I-III Remastered Starring Lara Croft,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Mild Language,Mild Suggestive Themes,Violence",No Interactive Elements,"This is a collection of three action-adventure games in which players assume the role of Lara Croft as she solves ancient mysteries. From a third-person perspective, players explore caves and ruins, solve puzzles, and engage in combat with various enemies (e.g., soldiers, cowboys, wolves, crocodiles). Players use pistols, shotguns, grenade launchers, and harpoon guns to defeat enemies. Combat is highlighted by gunfire, blood-splatter effects, and explosions. Cutscenes also depict violence: bodies impaled on spikes; a character stabbing themselves in the neck, characters shot by arrows. The game contains some suggestive material: pin-up posters of Lara in a bikini-like outfit; a pin-up style figure on a character''s jacket; Lara designed in somewhat revealing outfits (e.g., short-shorts, wetsuit, tank tops) with exaggerated proportions. The words “bastard” and “p*ssed” appear in the game."
TriggerHeart EXELICA,Nintendo Switch,E10+,"Fantasy Violence,Suggestive Themes",No Interactive Elements,"This is a vertical-scrolling shooter in which players control humanoid robots as they battle enemies in space. From a top-down perspective, players shoot small projectiles and lasers at ships, robots, and humanoid boss characters. Combat is highlighted by laser fire and frequent explosions. A handful of humanoid characters/robots are depicted in provocative poses and/or wearing revealing outfits (e.g., slight upskirt images; partial buttocks and underwear exposure)."
The Oregon Trail,"PlayStation 5, Nintendo Switch",E10+,"Alcohol and Tobacco Reference,Crude Humor,Mild Language,Mild Violence",No Interactive Elements,"This is an adventure game in which players lead an expedition of settlers to Oregon. Players select a traveling party, stock their wagons with supplies, and make choices that affect the course of their journey. In one hunting mini-game, players use a shotgun to shoot at fleeing rabbits; though depicted from an overhead perspective, the sequence contains frequent, realistic gunfire. As players progress, party members can incur injuries or contract diseases which can sometimes result in death. Some diseases (e.g., cholera, dysentery) can cause party members to vomit; one sequence depicts a character defecating, though a black censor bar obscures genitals and feces. The dialogue references whiskey and tobacco. The word “damn” appears in the game."
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",T,"Fantasy Violence,Language,Mild Blood,Mild Suggestive Themes",No Interactive Elements,"This is an adventure/party game in which players move characters around a game board while attempting to collect the most points. Some spots on the game board trigger brief battle sequences: players must match on-screen indicators, with correct timing, to perform slash attacks. Damage is indicated by slashing sounds, light effects, and cries of pain. One boss character attacks with Flying Blood Scythes, sending red, liquid-like slashes towards players. Some female characters are designed with revealing outfits (e.g., deep cleavage, bikinis in the battlefield). The word “sh*t” appears in the game."
Dragon Quest III HD-2D Remake,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",E10+,"Alcohol Reference,Fantasy Violence,Mild Blood,Mild Language,Suggestive Themes",No Interactive Elements,"This is a 2D role-playing game in which players lead adventurers on a quest to stop an evil villain. From a 3/4-overhead perspective, players explore a pixelated fantasy world, complete quests, interact with characters, and engage in turn-based combat against small humans and creatures (e.g., dragons, slimes, skeletons). Players can choose weapon strikes and magic attacks (e.g., flame breathe, lightning slash) from a menu to defeat enemies; battles are highlighted by impact sounds, cries of pain, and screen-shaking effects. Some sequences depict brief instances of violence and/or blood: villagers set on fire; a man burned by a dragon, resulting in small bloody wounds. The game contains some suggestive material: female characters wearing bunny outfits; innuendo in the dialogue (e.g., “I wish to give you the priceless gift of puff-puff""; “Come now will you follow me to my private chambers”; “Do not tease me so, my sweet!""). Dialogue also contains some references to alcohol (e.g., “Bring out the grog.”). The word “hell” and ""bastard sword"" appear in the game."
Life is Strange: Double Exposure,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",M,"Mild Blood,Strong Language,Suggestive Themes,Use of Drugs,Violence",No Interactive Elements,"This is an adventure game in which players assume the role of a time-jumping photographer (Max Caufield) trying to prevent a murder. From a third-person perspective, players explore locations around a college campus while interacting with characters. As players progress through the storyline, they are presented with dialogue and action choices. Some choices cause characters to engage in acts of violence (e.g., a character shooting someone in the shoulder). Blood is depicted on one character''s clothes and on the ground after a shooting. The game contains some suggestive material: black-and-white photos of female characters (fully clothed) lying in vulnerable positions; two characters playing Smash or Pass; dialogue referencing sex (e.g., ""a high ratio of f**kable faculty""; “Did you get laid even once?”). During the course of the game, some characters are seen smoking marijuana. The words “f**k,” “sh*t,” and “a*shole” appear in the game."
Reel Fishing: Days of Summer,"Windows PC, PlayStation 5, Nintendo Switch",E,No Descriptors,No Interactive Elements,"This is a sports simulation game in which players follow three friends spending the last days of summer on a fishing trip. Players can craft their own rods, lures, and bait while capturing realistic fish."
Romancing Saga 2: Revenge of the Seven,"Windows PC, PlayStation 5, Nintendo Switch",T,"Fantasy Violence,Mild Blood,Mild Language,Partial Nudity",No Interactive Elements,"This is a role-playing game in which players help generations of rulers defend the kingdom of Avalon from evil forces. As players explore Avalon with their characters, they engage in turn-based fights with various enemies (e.g., monsters, demons). Characters use swords, axes, arrows, and magic spells to deplete enemies'' health bars/hit points; battles are highlighted by impact sounds, light effects, and cries of pain. Some cutscenes depict more dramatic fighting, occasionally with blood effects: a demon shooting a beam at a character''s chest, resulting in stylized red splashes; a man holding a sword with drips/stains of blood. Some female characters are depicted wearing low-cut tops that reveal deep cleavage; some monsters are designed with exposed breasts and/or buttocks. The word “bastard” appears in the game."
Windstorm: Start of a Great Friendship - Remastered,PlayStation 5,E,No Descriptors,No Interactive Elements,"This is a horse-care adventure game in which players follow the story of a girl trying to befriend a black stallion. While exploring a large estate, players can ride horses, search for hidden objects, and care for their horses (e.g., grooming, scraping hooves, mucking stalls)."
TIEBREAK: Official game of the ATP and WTA,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,This is a sports simulation game in which players compete in tennis matches. Players can choose from top tennis stars or customize their own player to take part in tournaments.
Ara: History Untold,Windows PC,E10+,"Alcohol Reference,Mild Violence,Use of Tobacco",Users Interact (PC),"This is a strategy game in which players assume the role of an historical figure leading a nation through time. From an overhead perspective, players collect resources, manage economic and military growth, and battle rival nations. Players can select military units (e.g., footmen, spearmen, archers) that attack rival nations; players watch brief scenes of ground battles, which are highlighted by gunfire and explosions. One structure that players can build is a fermenting tent where beer, wine, and liquor can be produced. Character portraits sometimes depict historical figures with pipes and/or cigarettes in their mouths."
That Time I Got Reincarnated as a Slime ISEKAI Chronicles,Windows PC,T,"Fantasy Violence,Mild Language,Suggestive Themes",No Interactive Elements,"This is a role-playing game in which players follow the story of a modern-day Japanese man killed and reincarnated as a slime in the fantastical world of Tempest. Players can gather materials, perform quests, and defeat enemies in combat. Battles are depicted from a 2D-sideways perspective, with characters using swords and magic/skills to defeat enemies; battles are highlighted by impact sounds, light effects, cries of pain, and explosions/bursts of fire. Some female characters are designed with revealing costumes (e.g., low-cut outfits that expose large amounts of cleavage or buttocks); camera angles can also focus on characters'' deep cleavage or buttocks. The dialogue occasionally references characters'' breast size (e.g., “If you eat a lot, I wonder if your b*obs will get bigger…”). The words “bastard” and “p*ssed off” appear in the game."
Touhou Luna Nights,"PlayStation 5, Nintendo Switch, Xbox Series",E10+,"Fantasy Violence,Mild Blood,Mild Language",No Interactive Elements,No Rating Summary
Xeno Crisis,"PlayStation 5, Nintendo Switch",T,"Blood,Violence",No Interactive Elements,No Rating Summary
Glover (QUByte Classics),"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure game in which players control a wizard''s magical glove as it searches for crystals to restore peace to a kingdom. Players traverse platform environments while collecting items, solving puzzles, and dispatching enemies. The players'' glove can pounce on enemies, throw objects at them, or trigger mechanisms for cartoony attacks (e.g., a giant boxing glove; oversized bombs). Characters typically react to damage by falling back or turning into a puff of stars."
Mia and the Dragon Princess,PlayStation 5,M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,No Rating Summary
Gigantosaurus: Dino Sports,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is a party game in which players control dinosaurs competing in sports-themed mini-games. A handful of mini-games depict mild instances of violence: players hit by falling rocks while climbing; players shooting fruit into the mouths of plants, accompanied by a targeting reticule (i.e., crosshairs); players hit by fruit, briefly staining the screen."
Alien Hominid Invasion,Nintendo Switch,T,"Blood and Gore,Fantasy Violence",No Interactive Elements,No Rating Summary
SCHiM,"PlayStation 5, Nintendo Switch",E,Mild Violence,No Interactive Elements,"This is an adventure platformer in which players assume the role of a shadow creature reconnecting with a character who has lost their shadow. From a ¾-overhead perspective, players explore city locations and interact with shadows/objects to solve puzzles. A handful of sequences depict characters in mild peril, including a child inside a burning building."
Flintlock: The Siege of Dawn,"Windows PC, PlayStation 5, Xbox Series",M,"Blood,Violence",No Interactive Elements,"This is an action role-playing game in which players assume the role of a soldier embroiled in a fantasy war. From a third-person perspective, players explore open-world environments while performing quests and fighting enemies in melee and ranged combat. Characters use swords, axes, pistols, rifles, and magic/elemental attacks to defeat various enemies (e.g., zombies, human foes). Combat is highlighted by cries of pain, gunfire, explosions, and frequent blood-splatter effects. Accurate sniper-rifle shots are accompanied by dramatic “bullet time” sequences as the bullet approaches its target. Some environments depict piles of bloody corpses and/or mutilated remains (e.g., bodies burned, hanging from nooses, impaled onto walls)."
Radiant Tale -Fanfare!-,Nintendo Switch,T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a visual novel in which players follow a girl through her adventures with a circus troupe. Players follow a story while making dialogue/action choices that can sometimes influence the direction/outcome of the plot and/or relationships. A handful of still-screen sequences contain violence, largely conveyed through game text, sound effects, and screen-shaking: a figure menacing a child; a character shoving another to the ground; two wolfmen engaged in a fight, with blood-splatter effects. The game contains some suggestive material: a character ogling a man exiting a shower, with close-ups of chest and descriptive text (e.g., “His toned, slender chest rose and fell with every leisurely breath, evoking a sensual vigor.”); a goddess character with deep cleavage. Several scenes depict characters drunk, slurring their speech, and discussing alcohol/being drunk (e.g., “You kind of reek of alcohol”; “Ralida was drinking booze behind our backs”; “Go ask the waiter, you annoying drunkard.”). The words “pr*ck” and “bastard” appear in the game."
SPYxANYA: Operation Memories,Windows PC,E10+,"Fantasy Violence,Mild Language,Mild Suggestive Themes",No Interactive Elements,"This is a collection of mini-games, based on the animated series Spy x Family, in which players assume the role of a young girl (Anya) unlocking mini-games during a family outing. Some mini-games allow players to engage in moderate acts of violence: a fighter using small swords and dramatic kicks to defeat waves of enemy thugs; a dodgeball game in which players throw balls at opponents to deplete energy/health; Anya running from men who throw oversized cartoony bombs. These action sequences are highlighted by impact sounds, explosions, and brief cries of pain. One sequence involves young Anya commenting on paintings with bare breasts (not depicted): “Papa, look! She has boobies, I can see them!” The word “damn” appears in the game."
Riven,"Macintosh, Windows PC",E10+,"Mild Language,Mild Violence",No Interactive Elements,"This is a puzzle-adventure game in which players search various islands and worlds in order to rescue a character. From a first-person perspective, players interact with characters, solve puzzles, and perform actions that affect the story. Some actions result in failure scenarios in which players are shot by darts as the screen fades to black. One area depicts a body on the side of a cliff. The word “damn” appears in the game."
Cat Quest II,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
CONSCRIPT,"PlayStation 5, Nintendo Switch",M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is a survival horror game in which players assume the role of a soldier fighting in the French trenches of WW I. From 3/4 top-down perspective, players traverse pixelated battlefield environments while collecting resources and engaging enemy soldiers in combat. Players use firearms (e.g., rifles, shotguns, pistols) and melee weapons (e.g., shovels, knives) to kill enemy soldiers, sometimes at close range. Battles are often fast-paced, highlighted by realistic gunfire, blood-splatter effects, and screen-shaking. During the course of the game, players can encounter dying and/or traumatized soldiers; players have the choice of attacking them again to finish them off or leaving them be. Some corpses are depicted with blood pools under their bodies; a handful of sequences depict soldiers crawling with severed legs. The word “f**k” appears in the game."
Slipstream,"PlayStation 5, Nintendo Switch",E,No Descriptors,No Interactive Elements,No Rating Summary
Death Trick: Double Blind,Nintendo Switch,M,"Mild Blood,Mild Violence,Strong Language",No Interactive Elements,"This is a visual novel/adventure game in which players assume the role of a detective investigating a murder in a circus. Players can study the crime scene, collect evidence, and interact with various characters and witnesses. A still-image of the crime scene depicts a corpse, with bloodstained clothing and a weapon protruding from their torso. Other still-images depict instances of violence and/or mild blood: a character beaten up, resulting in a bloody nose; a character stabbed with scissors; zoomed in depictions of the crime scene. The word “f**k” appears in the game."
Five Nights at Freddy''s: Help Wanted 2,PlayStation 5,T,Fantasy Violence,No Interactive Elements,"This is a collection of mini-games set in the Five Nights at Freddy''s universe. From a first-person perspective, players engage in various tasks (e.g., paint by numbers, first aid, repairing robots) inside a pizzeria filled with animatronics. The game contains frightening jump scares that typically occur when players do not complete tasks satisfactorily. Loud sound effects and shrieks accompany the tonally dark and immersive jump scares. One mini-game prompts players to hit a robot with a hammer, resulting in the robot shrieking as if in pain."
Love In Login,Nintendo Switch,M,"Sexual Themes,Strong Language,Use of Alcohol",No Interactive Elements,"This is a visual novel in which players follow the story of two Korean characters and their budding romance. As players progress through the narrative, they can engage in various minigames (e.g., navigating a room, building a computer) to stave off characters'' boredom and gain affection. Some sequences depict female characters in revealing outfits (e.g., deep cleavage, partially exposed breasts); the dialogue references sexual material/innuendo (e.g., “Shouldn''t have rubbed one out last night”; “Quit masturbating all the time...""; “So squishy. I''d never felt anything like it""; “Your phone is hurting me…In your pocket...My phone was in my hand.”). A mini-game allows players to engage in a Korean-style drinking game: characters flick a straw out of a bottle cap, with the loser taking a shot of soju; a hand is seen pouring the alcohol, with an avatar''s cheeks getting flushed. The word “f**k” appears in the game."
BATEN KAITOS I & II HD Remaster,Windows PC,T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes",No Interactive Elements,"This is a compilation of two role-playing games in which players follow the story of a man guided by a spirit through various stories. As players explore environments and interact with characters, they can perform quests and battle enemies (e.g., monsters, demons, soldiers). Combat is turn-based, with players choosing attack moves/spells from cards. Battles are highlighted by impact sounds, light effects, and brief cries of pain. Cutscenes depict further instances of violence and blood: soldiers using blasters to shoot characters; characters getting impaled; wounded characters with small blood stains on their faces or clothing. One female character is depicted with jiggling breasts/cleavage, and the dialogue contains suggestive material (e.g., “He''s got nerve trying to pick me up like I''m some sort of cheap hussy”; “You use that little trick to hop in the shower with [her], or what? You perv!”). The words “a*s” and “b*tch” appear in the game."
Koumajou Remilia Ⅱ: Stranger''s Requiem,Nintendo Switch,T,"Blood,Fantasy Violence,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,No Rating Summary
Valis: The Fantasm Soldier Collection III,Nintendo Switch,T,"Blood,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
INDIKA,PlayStation 5,M,"Blood and Gore,Partial Nudity,Sexual Themes,Strong Language,Violence",No Interactive Elements,"This is a story-driven puzzle-adventure game in which players assume the role of a nun on a journey of self-discovery. From a third-person perspective, players explore locations in an alternative Russia, interact with characters (including a devil companion), and solve environmental puzzles. Some sequences require players to avoid pursuing enemies (e.g., soldiers, dogs); chase sequences can result in brief, violent cutscenes if players are caught. Cutscenes can depict additional acts of violence and/or blood/gore: a character impaled, vomiting blood; several characters shot; a character carrying around his severed arm. In one pixelated mini-game, a character is depicted blown in half, with accompanying blood-splatter effects. The game contains some sexual material in cutscenes (e.g., implied sexual intercourse occurring in another room) and in the dialogue (e.g., “Grab her t*ts”; “A rapist is better than a murderer”; “Even sodomy is possible”; “...spend the money on sh*tty wine and whores”). One scene briefly depicts a character with exposed breasts. The words “f**k” and “sh*t” appear in the game."
Fitness Boxing feat. HATSUNE MIKU,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a fitness/rhythm-based game in which players perform boxing routines by following timed prompts along with music. Players earn points by matching Hatsune Miku and her friends'' various on -screen movements (e.g., jabs, uppercuts, dodges)."
Blazing Strike,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Mild Blood,Mild Language,Suggestive Themes,Violence",No Interactive Elements,"This is a fighting game in which players engage in one-on-one fights as they try to free civilization from a corrupt government. As players follow the story of the resistance group, they use several fighters to engage in 2D fights: players punch, kick, and use special moves to deplete opponents'' health bars; some characters use swords, thrown blades, and demonic fists during battle. Fighting is highlighted by cries of pain, impact sounds, and light effects. Comic-panel cutscenes sometimes depict characters lying in small pools of blood and/or with bloody wounds. Several female characters are designed with revealing outfits (e.g., low-cut tops, deep cleavage) and breasts that jiggle. The words “a*s” and “bastard” appear in the game."
Hubris,PlayStation 5,T,"Animated Blood,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of a new recruit searching an alien planet for a missing agent. Players explore environments while solving puzzles, collecting resources, and crafting objects (e.g., weapons, tools). Players use blasters, torpedo guns, and machine guns to kill alien creatures or human adversaries/soldiers. Gunfights can be fast paced, as multiple figures exchange gunfire, dissolving when killed. Squid-like enemies explode into purple liquid and severed tentacle limbs; players can then use squid parts to craft certain tools (e.g. inserting organic squid parts into a processor to make rope). Egg-like spider aliens also burst into yellow-splatter effects when killed."
Alan Wake 2 Deluxe Edition,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Intense Violence,Nudity,Strong Language",No Interactive Elements,"This is a survival-horror game in which players assume the roles of an FBI agent working murder cases and a writer trapped in a nightmare reality. From a third-person perspective, players explore open-world environments, interact with characters, solve puzzles, and battle humans and supernatural creatures. Players use various light sources (e.g., flashlights, flares, flashbangs) to weaken enemies, and use pistols and shotguns to kill them. Combat is highlighted by realistic gunfire, explosions, and blood-splatter effects; shooting enemies sometimes results in exposed entrails and large wounds. Cutscenes also depict instances of violence/blood: a character stabbed multiple times; a bloody, nude character dragged and tied to a table; a character''s chest cut open and heart removed; live-action footage of characters shot in the head at close range. During the course of the game, one male character is depicted nude, with exposed genitalia and buttocks. The words “f**k” and “sh*t” appear in the game."
Sker Ritual,"PlayStation 5, Xbox Series",M,"Blood and Gore,Violence","In-Game Purchases (Xbox Series,PlayStation 5)","This is a first-person shooter in which players assume the role of a man attempting to survive a zombie onslaught during the 1910s. Players explore an island environment, complete objectives, solve puzzles, and battle zombie-like creatures in frenetic combat. Players use machine guns, rifles, crossbows, and melee weapons to kill hordes of zombies. Battles are accompanied by realistic gunfire, large explosions, and large blood-splatter effects. Some attacks can result in the decapitation of enemies. One sequence depicts viscera and entrails in a room full of corpses; another sequence requires players to collect severed heads in order to unlock a door."
The Elder Scrolls Online Collection: Gold Road,"Macintosh, Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Sexual Themes,Use of Alcohol,Violence","Users Interact (MAC,PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (Includes Random Items) (MAC,PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)",No Rating Summary
Monster Hunter Stories,"Windows PC, Nintendo Switch",E10+,"Crude Humor,Fantasy Violence,Mild Language","Users Interact (PC,Switch)","This is an adventure role-playing game in which players assume the role of a monster rider on a quest to save a village from an evil force. From a third-person perspective, players explore a fantasy world, complete quests, interact with characters, and battle humans and fantastical creatures (e.g., dragons, dinosaurs, giant insects). Players can select various weapon attacks (e.g., sword slashes, club attacks) and monster attacks (e.g., speed attacks, flame breath) from a menu to defeat enemies in turn-based combat. Battles are accompanied by explosions, colorful light effects, and impact sounds. During the course of the game, players can encounter a creature that uses a Foul Gas move to emit a brown flatulence attack; one scene depicts a character eating dumplings, alluded to be made of feces (“Are those…balls of Steamed Moss?”; “[Y]ou mean Hot Spring Dumplings are actually…”; “Ewwwww!”). The phrase “helluva” appears in the game."
Construction Simulator 4,Nintendo Switch,E,No Descriptors,Users Interact (Switch),This is a simulation game in which players complete construction missions while using real-world machines and equipment. Players can run their own construction company and expand their fleet by completing jobs and upgrading contracts.
Fashion Police Squad,"PlayStation 4, PlayStation 5",T,"Fantasy Violence,Sexual Themes",No Interactive Elements,No Rating Summary
Perennial Order,"PlayStation 5, Xbox Series",T,"Blood,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a knight exploring a world plagued by nature-infested horrors. From a ¾-overhead perspective, players explore the world, interact with characters, complete quests, and battle fantastical creatures and bosses (e.g., tree creatures, insect-like creatures, knights). Players use sword-like stingers to battle enemies in melee-style combat. Battles are highlighted by impact sounds, cries of pain, and blood-splatter effects. Boss battles depict more prolonged combat against larger enemies."
