Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Love In Login,Nintendo Switch,M,"Sexual Themes,Strong Language,Use of Alcohol",No Interactive Elements,"This is a visual novel in which players follow the story of two Korean characters and their budding romance. As players progress through the narrative, they can engage in various minigames (e.g., navigating a room, building a computer) to stave off characters'' boredom and gain affection. Some sequences depict female characters in revealing outfits (e.g., deep cleavage, partially exposed breasts); the dialogue references sexual material/innuendo (e.g., “Shouldn''t have rubbed one out last night”; “Quit masturbating all the time...""; “So squishy. I''d never felt anything like it""; “Your phone is hurting me…In your pocket...My phone was in my hand.”). A mini-game allows players to engage in a Korean-style drinking game: characters flick a straw out of a bottle cap, with the loser taking a shot of soju; a hand is seen pouring the alcohol, with an avatar''s cheeks getting flushed. The word “f**k” appears in the game."
Age of Mythology: Retold,"Windows PC, Xbox One, Xbox Series",T,Fantasy Violence,"Users Interact (PC,Xbox One,Xbox Series)","This is a real-time strategy game in which players build a civilization to prominence. From a top-down perspective, players collect resources, manage their economic and military growth, and battle rival civilizations. Players command military units (e.g., soldiers, archers, cavalry) and mythological creatures (e.g., centaurs, minotaur, hydras) across a battlefield. Battles are mostly distant, with occasional zooming in; fighting is highlighted by cries of pain and sword-slashing effects. Players can use lightning strikes, tornados, and earthquakes to destroy buildings and units in God Mode. A handful of cutscenes depict monsters impaled by spears; one sequence briefly shows a severed head dropping out of a box."
BATEN KAITOS I & II HD Remaster,Windows PC,T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes",No Interactive Elements,"This is a compilation of two role-playing games in which players follow the story of a man guided by a spirit through various stories. As players explore environments and interact with characters, they can perform quests and battle enemies (e.g., monsters, demons, soldiers). Combat is turn-based, with players choosing attack moves/spells from cards. Battles are highlighted by impact sounds, light effects, and brief cries of pain. Cutscenes depict further instances of violence and blood: soldiers using blasters to shoot characters; characters getting impaled; wounded characters with small blood stains on their faces or clothing. One female character is depicted with jiggling breasts/cleavage, and the dialogue contains suggestive material (e.g., “He''s got nerve trying to pick me up like I''m some sort of cheap hussy”; “You use that little trick to hop in the shower with [her], or what? You perv!”). The words “a*s” and “b*tch” appear in the game."
Pool Party,"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is a collection of party games in which players control billiard ball characters through whimsical sports and brawling games. As players engage in themed sports challenges, they can also participate in ""last-person standing"" events, in which characters kick opponents off platforms, into other balls, or into pool-table pockets. Damage is indicated by dizzy stars appearing after characters are kicked."
Concord,"Windows PC, PlayStation 5",T,"Animated Blood,Mild Language,Violence","Users Interact (PC,PlayStation 5)In-Game Purchases (PC,PlayStation 5)","This is a first-person shooter in which players engage in multiplayer combat events around the fictional Concord Galaxy. Players follow intergalactic mercenaries as they perform heists and raids on various planets. Players use guns, explosives, and knives to attack enemy squads. Combat is highlighted by frequent gunfire, explosions, and cries of pain. Points/achievements are awarded for numbers of kills and/or creative kills (e.g., “most headshots”). Some levels depict giant monsters/alien corpses that emit blue splashes when shot; floors and walls are also stained with blue alien blood. The word “a*s” appears in the game."
Koumajou Remilia Ⅱ: Stranger''s Requiem,Nintendo Switch,T,"Blood,Fantasy Violence,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,No Rating Summary
NEEDY STREAMER OVERLOAD,Nintendo Switch,M,"Blood,Sexual Themes,Strong Language,Use of Drugs,Violence",No Interactive Elements,No Rating Summary
Valis: The Fantasm Soldier Collection III,Nintendo Switch,T,"Blood,Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
Fitness Boxing feat. HATSUNE MIKU,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a fitness/rhythm-based game in which players perform boxing routines by following timed prompts along with music. Players earn points by matching Hatsune Miku and her friends'' various on -screen movements (e.g., jabs, uppercuts, dodges)."
Alan Wake 2 Deluxe Edition,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Intense Violence,Nudity,Strong Language",No Interactive Elements,"This is a survival-horror game in which players assume the roles of an FBI agent working murder cases and a writer trapped in a nightmare reality. From a third-person perspective, players explore open-world environments, interact with characters, solve puzzles, and battle humans and supernatural creatures. Players use various light sources (e.g., flashlights, flares, flashbangs) to weaken enemies, and use pistols and shotguns to kill them. Combat is highlighted by realistic gunfire, explosions, and blood-splatter effects; shooting enemies sometimes results in exposed entrails and large wounds. Cutscenes also depict instances of violence/blood: a character stabbed multiple times; a bloody, nude character dragged and tied to a table; a character''s chest cut open and heart removed; live-action footage of characters shot in the head at close range. During the course of the game, one male character is depicted nude, with exposed genitalia and buttocks. The words “f**k” and “sh*t” appear in the game."
New World: Aeternum,Windows PC,T,"Alcohol Reference,Blood,Mild Language,Violence",Users Interact (PC)In-Game Purchases (PC),"This is a massively multiplayer online (MMO) role-playing game in which players assume the role of a 17th-century settler in a new land. From a third-person perspective, players explore an open-world environment, gather resources, build shelters, and create weapons to survive. Players use spears, bows, and swords to kill humans and fantasy creatures (e.g., ghosts, skeletons, zombies) in melee-style combat. Large blood-splatter effects occur as characters attack enemies; cries of pain and impact sounds accompany the frenetic combat. The game includes numerous references to alcohol (e.g., wine, mead, sake); a handful of missions prompt players to fetch alcohol products (e.g., ""Collect Bottles of Old World Wine""). The word “bastard” appears in the game."
Batman: Arkham Shadow,Meta Quest,T,"Language,Mild Blood,Violence",No Interactive Elements,"This is a VR action-adventure game in which players assume the role of Batman as he investigates a mysterious cult harming Gotham City. From a first-person perspective, players traverse the city while examining crime scenes, completing undercover missions, and battling enemies (e.g., cultists, thugs, police officers). Players engage in melee-style combat using punches and kicks to defeat enemies; players can also silently take down enemies by grabbing and choking them from behind. Combat can be frenetic at times, accompanied by light effects, impact sounds, and cries of pain. Some areas depict small bloodstains on the ground; a cutscene depicts a character stabbed in the hand, with an accompanying blood-splatter effect. The word “sh*t” appears in the game, and one character holds up a raised middle finger."
The Elder Scrolls Online Collection: Gold Road,"Macintosh, Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Sexual Themes,Use of Alcohol,Violence","Users Interact (MAC,PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (Includes Random Items) (MAC,PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)",No Rating Summary
Monster Hunter Stories,"Windows PC, Nintendo Switch",E10+,"Crude Humor,Fantasy Violence,Mild Language","Users Interact (PC,Switch)","This is an adventure role-playing game in which players assume the role of a monster rider on a quest to save a village from an evil force. From a third-person perspective, players explore a fantasy world, complete quests, interact with characters, and battle humans and fantastical creatures (e.g., dragons, dinosaurs, giant insects). Players can select various weapon attacks (e.g., sword slashes, club attacks) and monster attacks (e.g., speed attacks, flame breath) from a menu to defeat enemies in turn-based combat. Battles are accompanied by explosions, colorful light effects, and impact sounds. During the course of the game, players can encounter a creature that uses a Foul Gas move to emit a brown flatulence attack; one scene depicts a character eating dumplings, alluded to be made of feces (“Are those…balls of Steamed Moss?”; “[Y]ou mean Hot Spring Dumplings are actually…”; “Ewwwww!”). The phrase “helluva” appears in the game."
Construction Simulator 4,Nintendo Switch,E,No Descriptors,Users Interact (Switch),This is a simulation game in which players complete construction missions while using real-world machines and equipment. Players can run their own construction company and expand their fleet by completing jobs and upgrading contracts.
Fashion Police Squad,"PlayStation 4, PlayStation 5",T,"Fantasy Violence,Sexual Themes",No Interactive Elements,No Rating Summary
Perennial Order,"PlayStation 5, Xbox Series",T,"Blood,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a knight exploring a world plagued by nature-infested horrors. From a ¾-overhead perspective, players explore the world, interact with characters, complete quests, and battle fantastical creatures and bosses (e.g., tree creatures, insect-like creatures, knights). Players use sword-like stingers to battle enemies in melee-style combat. Battles are highlighted by impact sounds, cries of pain, and blood-splatter effects. Boss battles depict more prolonged combat against larger enemies."
Leo: The Firefighter Cat,"PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is an adventure platformer in which players assume the role of a firefighting cat. From a third-person perspective, players complete rescue missions and battle various enemies (e.g., fire spirits, toxic spirits). Players use fire hoses, axes, and special abilities to attack enemies. In one helicopter sequence, players shoot slime enemies on a cruise ship below. Battles are highlighted by colorful light effects, impact sounds, and dwindling health bars."
White Day 2: The Flower That Tells Lies - Complete Edition,PlayStation 5,M,"Blood and Gore,Violence",No Interactive Elements,"This is a survival horror game in which players follow the story of four characters investigating a haunted high school. From a first-person perspective, players complete puzzles, collect items, and explore the school while advancing the story. Players can encounter ghosts and fantastical mannequins that can startle (e.g., jump scares) and chase down characters. Players must avoid enemies (e.g., officers, security) that chase down players and attack them using bats, clubs, and cleavers. Cutscenes depict additional acts of violence: a child strangling a woman; a possessed character using a piece of glass to cut her own throat (obscured by camera movement); a student falling to her death. Blood-splatter effects briefly appear on players'' screen as they are hit; in some environments, large blood stains appear near corpses. Some areas depict severed arms; gallery images can depict ghosts with exposed entrails."
Love Delivery,Nintendo Switch,M,"Sexual Themes,Strong Language",No Interactive Elements,"This is a visual novel in which players follow the story of a delivery man who works on his schedule and habits in order to start a relationship. As players progress through the story, they make dialogue/action choices that influence the narrative. Some still-images depict female characters in revealing outfits (e.g., deep cleavage, wet clothing that appears transparent) and/or in suggestive poses, with occasional camera zooms on characters'' chests. The game contains some suggestive/sexual references in the dialogue (e.g., “These amazing melons…clearly visible through a thin, wet shirt”; “This is as good as sex”; “The bed where we made love was stained with blood""; ""That little man there has been standing tall for a while”; “So what if impotence happens tonight?”). The word “f**k” appears in the game."
Zenless Zone Zero,Windows PC,T,"Suggestive Themes,Violence",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),"This is an action role-playing game in which players assume the roles of agents exploring a city after a supernatural disaster. From a third-person perspective, players traverse the city, interact with characters, search for treasure, and battle fantastical and human-like enemies (e.g., thieves, enforcers, ethereal). Players use swords, pistols, rifles, and elemental attacks to defeat enemies in melee-style combat. Battles are fast paced, highlighted by impact sounds, light effects, and dwindling health bars. Some female characters are designed with exaggerated proportions and breasts that jiggle during certain movements; camera angles sometimes highlight various body parts."
Hidden Objects 6: Shopping Clutter,"PlayStation 5, Nintendo Switch",E,"Alcohol Reference,Mild Blood",No Interactive Elements,"This is a collection of hidden-object puzzle games set in the fictional town of Animalville. Players complete slide puzzles and matching challenges while helping an animal family through story chapters. Some scenes contain Halloween or Dracula-themed imagery, including bloodstained goblets and/or knives. A handful of scenes depict frothy mugs of beer, among dozens of other objects and items."
Food Fight,ATARI 7800,E,No Descriptors,No Interactive Elements,"This is an arcade game in which players assume the role of a boy attempting to eat an ice cream cone before it melts. Players can collect various food items (e.g., bananas, cupcakes, tomatoes) to toss while avoiding roaming chefs."
Ninja Golf,ATARI 7800,E,Mild Fantasy Violence,No Interactive Elements,"This is an arcade action game in which players assume the role of a ninja on a golfing course. From a side-scrolling perspective, players hit the ball, run to the next location, and defend themselves against enemies (e.g., ninjas, snakes, sharks). Players can punch, kick, and throw shuriken at pixelated enemies; defeated characters generally disappear into puffs of smoke."
Vertigo 2,PlayStation 5,M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is a first-person shooter/adventure game in which players assume the role of a human exploring a vast quantum reactor while attempting to return home. Players use plasma pistols, swords, shotguns, and rifles to attack fantastical enemies (e.g., alien creatures, androids, drones). Combat is fast-paced, accompanied by gunfire sounds, cries of pain, and large blood-splatter effects. Some attacks result in dismemberment/decapitation, with bloody chunks staining/littering the environment. Players can also inflict damage on corpses (i.e., post-mortem damage), resulting in additional dismemberment/decapitation. One recurring character is depicted with a severed arm that frequently emits blood spurts. The words “f**k” and “sh*t” appear in the game."
My Little Pony: A Zephyr Heights Mystery,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is an adventure game in which players control My Little Pony characters through platform environments. From a top-down perspective, players collect stars, search for quest items, and attempt to solve a magical mystery."
MLB® The Show™ 24,"Nintendo Switch, Xbox Series",E,No Descriptors,"Users Interact (Switch,Xbox Series)In-Game Purchases (Includes Random Items) (Switch,Xbox Series)","This is a baseball simulation game in which players compete with Major League Baseball teams in various modes (e.g., Franchise, Diamond Dynasty, Home Run Derby). Players can practice pitching, batting, and initiate defensive strategies while fielding."
Frog Detective,Nintendo Switch,E,Mild Language,No Interactive Elements,No Rating Summary
SAMURAI WARRIORS 4 DX,Windows PC,T,"Mild Suggestive Themes,Use of Alcohol and Tobacco,Violence",Users Interact (PC),"This is an action game in which players assume the roles of various Japanese historical figures in dramatic retellings of Japanese history. From a third-person perspective, players use swords, spears, hammers, rifles, and magic to kill hordes of enemy soldiers and generals in melee-style combat. Battles are frenetic, highlighted by impact sounds, cries of pain, occasional slow-motion effects, and colorful light effects. Cutscenes also contain direct and indirect depictions of violence: characters sword fighting; bodies littering the ground after battle. Some female characters are designed with revealing outfits (e.g., deep cleavage, bikinis in the battlefield) and/or breast-jiggling effects. During the course of the game, wine and celebratory drinks are referenced in the dialogue (e.g., “Munenori happily drank the wine down”; “I can hold my drink, so you''ve got a long night ahead!”); a handful of sequences depict characters drinking alcohol. Another sequence depicts a man smoking a pipe."
Visions of Mana,"Windows PC, PlayStation 4, PlayStation 5, Xbox Series",T,"Fantasy Violence,Mild Suggestive Themes","In-Game Purchases (PC,PlayStation 4,Xbox Series,PlayStation 5)","This is a role-playing game in which players help adventurers on a quest to stop a villain from harming a goddess and magical tree. From a third-person perspective, players explore a fantasy world, interact with characters, and engage in melee-style combat against human-like enemies and fantasy creatures (e.g., dragons, harpies, giant insects). Players use swords, spears, knives, scythes, and magic to defeat enemies in frenetic combat. Battles are highlighted by explosions, impact sounds, and bursts of light. Additional special attacks are depicted in brief sequences, with close-up camera angles and screen-shaking effects. Some female characters are designed with revealing costumes (e.g., deep cleavage, bikini-like outfits)."
Gorilla Tag,"Meta Quest, Windows PC",E,Mild Fantasy Violence,"Users Interact (PC,Meta Quest)In-Game Purchases (PC,Meta Quest)","This is a VR action platformer in which players assume the roles of gorillas playing games of tag, paintball, and other activities. From a first-person perspective, players run from other gorillas and try to outmaneuver them. A handful of sequences depict gorillas using slingshots or cartoony bows-and-arrows to damage combatants; damage is minimally depicted, indicated by balloons popping or characters getting fatigued (solid yellow color; cyan color)."
Grounded: Fully Yoked Edition,"PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Blood,Mild Language,Violence","Users Interact (Xbox One,Switch,Xbox Series,PlayStation 5)","This is a survival-adventure game in which players control ant-sized humans in backyard environments. From first- and third-person perspectives, players search for resources, craft weapons, build shelters, and battle realistic, over-sized insects. Combat can be frenetic at times, with players using swords, clubs, and spears to attack insects that slash, bite, and spit at players. Human characters emit small splashes of blood when injured; insects emit splatters of green or yellow blood when killed. Players can also encounter a room full of decapitated and impaled ant heads, with green blood splatter on the ground. The words “p*ss off” appear in the text."
Monster Jam Showdown,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is a racing game in which players drive monster trucks through a variety of racing and stadium events. Players can unlock additional monster trucks as they engage in various game modes (e.g., Circuit Racing, Freestyle, Best Trick)."
Nintendo World Championships: NES Edition,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is a collection of 2D challenges and platformer games in which players traverse through various modes (e.g., speedrun, survival). Several challenges involve reaching specific points, while others prompt players to defeat small enemies or survive brief battles. Some games depict pixelated characters using small swords or arrows to strike at enemies; enemies typically get stunned or disappear in a flash."
Star Wars: Galaxy of Heroes,Windows PC,E10+,"Fantasy Violence,Mild Suggestive Themes",Users Interact (PC)In-Game Purchases (Includes Random Items) (PC),"This is a role-playing game in which players create teams of characters and spaceships to compete in battles from the Star Wars universe. Battles are turn-based and take place in holographic environments of various locations. Players take turns using droids, spaceships, and human figures (e.g., Jedi knights, Sith lords) to attack other characters. Players use light sabers, blasters, and special attacks to deplete opponents'' health bars. Combat is highlighted by futuristic gunfire, explosions, and cries of pain. One female character is depicted in a revealing outfit (e.g., skimpy top, side-cleavage)."
Nancy Drew: Mystery of the Seven Keys,"Macintosh, Windows PC",E10+,Mild Violence,No Interactive Elements,"This is an adventure game in which players assume the role of Nancy Drew as she investigates a jewelry theft in Prague. From a first-person perspective, players can explore Prague to solve puzzles, search for clues, and interact with different characters. As players progress, they encounter sequences that depict brief instances of violence/mild peril: a character falling through scaffolding; a character coughing and knocked out by poison; a character getting electrocuted; a character using a dagger to threaten another person."
Super Monkey Ball Banana Rumble,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is an action platformer in which players control a monkey inside a ball on a quest to find a legendary banana. Players roll through stages, avoid traps, collect bananas, and occasionally engage in multiplayer matches (e.g., Battle mode). Throughout the game, players can use various power ups (e.g., rockets, ice blasts, baseball bats) against characters (e.g., robots); some characters yelp out when hit and fly through the air from explosions. In Battle mode, players can use a cartoony missile to knock other players away."
Morbid: The Lords of Ire,"PlayStation 5, Nintendo Switch",M,"Blood and Gore,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a sacred hero ridding the lands of evil. From a third-person perspective, players use swords, maces, spears, and blasters to kill fantastical enemies (e.g., skeletons, monstrosities, acolytes) in melee-style combat. Battles are highlighted by slashing sounds, cries of pain, and large blood-splatter effects. Some environments contain large bloodstains on the ground and walls; environments also depict dismembered corpses, severed limbs, and exposed organs/entrails."
Flock,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is an adventure game in which players assume the role of a flying shepherd growing their flock. Players can interact with characters, craft items, and observe wild creatures to add to their flock."
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,Windows PC,T,"Fantasy Violence,Suggestive Themes",In-Game Purchases (Includes Random Items) (PC),"This is a role-playing game in which players assume the roles of an alchemist and an adventurer as they seek to uncover the truth about their world. From a third-person perspective, players explore environments, interact with characters, and battle human and fantastical enemies (e.g., alchemists, assassins, golems, dragons) in turn-based combat. Characters use swords, hammers, bombs, and magic to defeat enemies. Battles are highlighted by impact sounds and explosions/fiery blasts. Some female characters are designed with large breasts and revealing outfits (e.g., deep cleavage, partially exposed breasts in a hot springs); other characters are depicted with breast-jiggling effects and/or camera angles that pan up their bodies."
Tales of Kenzera™: ZAU,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an adventure platformer in which players assume the role of a shaman dealing with the grief of his father''s death. From a side-scrolling perspective, players navigate mazes of levels, solve puzzles, and battle fantastical enemies (e.g., corrupted spirits, Adze) in melee-style combat. Players use spears and cosmic powers from the Sun and Moon to attack enemies. Battles are highlighted by colorful light effects, impact sounds, and dwindling health bars. Boss battles contain more protracted combat."
Lorelei and the Laser Eyes,"Windows PC, Nintendo Switch",T,"Alcohol Reference,Blood,Language,Mild Violence",No Interactive Elements,"This is a puzzle/adventure game in which players assume the role of a woman summoned to a mysterious hotel to find a killer. Players explore the hotel''s maze-like interior while solving puzzles and uncovering clues about inhabitants. As players search the hotel, they can encounter a victim''s body lying in a pool of blood; other areas also depict blood-like drops on the ground. Some interactions with characters can result in players being held at gunpoint and asked a riddle; incorrect answers can result in players'' character being shot offscreen. The game contains a puzzle sequence that requires players to identify and interact with specific wine bottles in a wine cellar; the text also references alcohol (e.g., “How many types of cocktails does Hotel Letztes Jahr serve?”). The word “sh*t” appears in the game."
Kena: Bridge of Spirits - Deluxe Edition,"Xbox One, Xbox Series",T,Fantasy Violence,No Interactive Elements,"This is an action-adventure game in which players control a spirit guide (Kena) as she removes corruption and restores various environments. From a third-person perspective, players traverse platforms, solve puzzles, interact with spirits and creatures, and battle corrupted spirits and boss creatures. Players use a magic staff, arrows, and small creatures (called Rot) to strike enemies and drain their health meters in melee-style combat. Enemies (e.g., human-like spirits, tree-like ghouls, giant wood creatures) attack players by using bladed weapons and explosive bursts of fire/energy. Combat can be frenetic, with frequent impact sounds, screen-shaking effects, and cries of pain."
Exophobia,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Mild Language,Violence",No Interactive Elements,"This is a retro-style first-person shooter in which players search for human survivors on a spaceship overrun by hostile alien soldiers. The game features pixelated graphics, as players use guns and blaster-like weapons to kill various stylized enemies (e.g., gunmen, aliens with bats). Some areas require players to kill waves of enemies before being allowed to proceed. Enemies emit splashes of pixelated blood when hit, falling into large pools of blood when killed. Some rooms contain corpses in pools of blood as corpses/blood remain in environments."
Xuan-Yuan Sword: Mists Beyond the Mountains,Nintendo Switch,T,"Blood,Fantasy Violence,Mild Language,Sexual Themes,Use of Alcohol",No Interactive Elements,No Rating Summary
Crown Wars: The Black Prince,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",M,"Blood,Violence",No Interactive Elements,"This is an action/role-playing game in which players engage in fighting to help maintain control of France during the Hundred Years War. As players progress through the storyline, they engage in turn-based battles around various locations (e.g., farms, villages, castles). Players take turns moving their fighters around battlefields, using arrows, crossbows, swords, spears, and animals (e.g., dog bites, bear mauling) to kill enemies. Characters cry out briefly when injured/killed, and some attacks can trigger brief, closer-up execution sequences: a soldier stabbing a fallen foe; a bear grabbing an enemy and biting him repeatedly; a soldier using an axe to strike an enemy in the head and chest. Cutscenes also depict instances of violence and blood: a fighter cutting an enemy''s throat, resulting in large blood splatter; a soldier using a mace to beat down a fallen foe; several soldiers killed by arrows through the head. A handful of sequences depict blood sacrifices: a figure stabbed on an altar, with blood flowing into a pool; several dead soldiers strewn amidst large bloodstains."
ONE PIECE ODYSSEY Deluxe Edition,Nintendo Switch,T,"Mild Language,Suggestive Themes,Use of Tobacco,Violence",In-Game Purchases (Switch),"This is an action-adventure game in which players follow the story of shipwrecked characters from the One Piece comic and animated series. As players explore a mysterious island, they engage in turn-based battles with enemy pirates/thugs and occasional large creatures. Players choose attack moves/skills from a menu before watching short animations of characters punching/kicking, using swords or pistols, or throwing fireballs/bursts of energy. Characters cry out in pain when injured, and damage is indicated by dwindling health meters/hit points. Cutscenes contain more dramatic instances of violence: characters using fire attacks on each other, as one appears to get killed; a man shooting a pistol at a young character at close range. The game contains some suggestive material: female characters designed with revealing outfits (e.g., low-cut tops, deep cleavage); close-up camera views of characters'' chests; text/dialogue such as ""The golden ration of exposed buttock"" and “Their long exposure to humans has given them a perverted response to naked women.” One recurring character named Smoker is depicted with two cigars in his mouth. The word “bastard” appears in the game."
The Library of Babel,"PlayStation 5, Nintendo Switch",M,"Blood,Strong Language,Violence",No Interactive Elements,No Rating Summary
Star Wars Outlaws,"Windows PC, PlayStation 5, Xbox Series",T,"Mild Language,Simulated Gambling,Violence","Users Interact (PC,Xbox Series,PlayStation 5)In-Game Purchases (PC,Xbox Series,PlayStation 5)","This is third-person action-adventure game in which players assume the role of an outlaw navigating the underworld of the Star Wars universe. As players explore open-world environments, they can accept missions/jobs for various criminal factions. Most missions involve using stealth to sneak through heavily guarded compounds or shooting through waves of hostile enemies. Players use a variety of gadgets and blaster-type weapons during missions. Players can perform dramatic punching takedowns when using stealth or close-quarter combat. Fighting is highlighted by futuristic gunfire, explosions, and cries of pain. During the course of the game, players can wager in-game currency on Sabacc, a blackjack-like card game with detailed rules; one area allows players to wager on fantasy races in order to further a plot point. The word “bastard” appears in the game."
Fitness Boxing feat. HATSUNE MIKU,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a fitness/rhythm-based game in which players perform boxing routines by following timed prompts along with music. Players earn points by matching Hatsune Miku and her friends'' various on -screen movements (e.g., jabs, uppercuts, dodges)."
Fallout 4,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language,Use of Drugs","In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a role-playing game in which players assume the role of a fallout shelter resident attempting to survive in a post-apocalyptic world. From first- or third-person perspectives, players explore an open-world environment, collect and craft items/weapons, complete missions, and battle various enemies (e.g., mutated creatures, human survivors). Players use pistols, shotguns, rifles, machine guns, and explosives to kill enemies in ranged combat; players can also use bats, pipes, blades, and brass knuckles to defeat enemies in melee-style combat. Battles are frenetic, accompanied by realistic gunfire, explosions, cries of pain, and large blood-splatter effects. Some weapons/attacks result in slow-motion dismemberment and/or decapitation; other weapons result in enemies being blown apart into scattered limbs and chunks of flesh. During the course of the game, players can consume a variety of fictional drugs (e.g., Buffout, Jet, Psycho) through the use of a menu; repeated use of these drugs leads to an addiction status and various negative effects. The words “f**k,” “sh*t,” and “a*shole” are heard in the dialogue."
Class of Heroes 1&2: Complete Edition,"PlayStation 5, Nintendo Switch",T,"Alcohol Reference,Fantasy Violence,Language,Mild Blood,Suggestive Themes",No Interactive Elements,"This is a collection of two-role playing games in which players lead students to explore an underground labyrinth. From a first-person perspective, players traverse maze-like dungeons and engage in turn-based combat against fantastical enemy creatures (e.g., giant bats, living marionettes, slime monsters). Players select actions (e.g., Attack, Magic, Party Skills) from a menu to battle enemies; attacks are accompanied by impact sounds and cries of pain. Within the game''s gallery mode, comic-strip panels sometimes depict characters with blood on their faces and bodies. The gallery also depicts still images of women in bikinis, with partially exposed breasts and in provocative poses (e.g., caressing each other in bed, bending over towards a character); one comic-strip panel depicts a character grabbing a character''s breast. The game includes several references to alcohol (e.g., “Good wine makes good blood. Booze is the best medicine”; “For me, booze is life”; “Ahh... The booze is gonna taste so good tonight...”). A handful of quests require players to obtain alcohol for characters. The word “sh*t” appears in the game."
Autobahn Police Simulator 2,Nintendo Switch,T,"Drug Reference,Mild Violence,Use of Alcohol",No Interactive Elements,No Rating Summary
Crossfire Sierra Squad,PlayStation 5,M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of the leader of an elite fireteam in the middle of a war. Players engage in combat missions, using shotguns, sniper rifles, machine guns, and grenades to kill enemy soldiers and drones. Combat is frenetic, highlighted by realistic gunfire, cries of pain, and blood-splatter effects. One sequence depicts a dying soldier with blood staining the walls and ground around him. The word “f**k” appears in the game."
Itorah,"PlayStation 4, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Tengoku Struggle -Strayside-,Nintendo Switch,T,"Alcohol and Tobacco Reference,Blood,Fantasy Violence,Language,Sexual Themes",No Interactive Elements,"This is a visual novel in which players assume the role of a Hell Guardian trying to capture Hell''s escaped prisoners. A handful of still-screen images can depict violence and blood: a character slashing men off-screen, with screaming sounds; a character burning to death; a character with blood-splattered clothing/face; blood splashes on the screen. The game contains sexual references in the dialogue (e.g., “That night, I was defiled by many other monks, right in front of him”; “…[T]o give a woman honor means to drag them into their bed”; “We went and had so much sex right away”; “Take off your panties, then put your hands against the wall.”). Dialogue also references alcohol (e.g., being drunk/wasted; wine, sake, booze), as well as tobacco (e.g., ""He took out a cigarette and savored a puff.""). The words “sh*t” and “a*shole” appear in the game."
ELDEN RING Shadow of the Erdtree,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Language,Suggestive Themes,Violence",No Interactive Elements,"This is an action role-playing game in which players assume the role of a character trying to retrieve a magical ring and become the Elden Lord. From a third-person perspective, players explore environments, collect items, and battle various enemies (e.g., knights, fantastical creatures) in melee combat. Players use swords, spears, axes, arrows, and magic to enemies; combat is highlighted by cries of pain, splatters of blood, and impact sounds. The game includes depictions of gore: collectible items that include severed fingers and tongues; a boss character cutting off its arm; severed arms hanging from a ceiling. During the course of the game, a humanoid monster is depicted partially nude, with scales/scars covering its breast and pelvic regions. The word “sh*t” appears in the dialogue."
